image_filename,caption,sku,name,price,category,color,material,description,url,full_text_for_summary,summarized_caption
104487_1.webp,Брюки трикотажные из хлопка. Брюки и шорты. Светло-серый. . Широкие брюки полной длины из мягкого хлопка. Высокая посадка и пояс на резинке — основа для комфортных и актуальных комплектов на каждый день.,104487,Брюки трикотажные из хлопка,3945,Брюки и шорты,Светло-серый,,Широкие брюки полной длины из мягкого хлопка. Высокая посадка и пояс на резинке — основа для комфортных и актуальных комплектов на каждый день.,https://daisyknit.ru/catalog/bryuki_i_shorty/bryuki_trikotazhnye_iz_khlopka/?sku=104487,"Брюки трикотажные из хлопка, Брюки и шорты, Светло-серый. Широкие брюки полной длины из мягкого хлопка. Высокая посадка и пояс на резинке — основа для комфортных и актуальных комплектов на каждый день.","«Широкие трикотажные брюки из хлопка, светло-серые, с высокой посадкой и поясом на резинке — комфорт на каждый день.»"
105989_1.webp,"Шорты джинсовые. Джинсы и деним. Синий. . Трендовые шорты из мягкого денима для тех, кто не готов расставаться с любимой фактурой даже летом.",105989,Шорты джинсовые,8500,Джинсы и деним,Синий,,"Трендовые шорты из мягкого денима для тех, кто не готов расставаться с любимой фактурой даже летом.",https://daisyknit.ru/catalog/dzhinsy_i_denim/shorty_dzhinsovye_1/?sku=105989,"Шорты джинсовые, Джинсы и деним, Синий. Трендовые шорты из мягкого денима для тех, кто не готов расставаться с любимой фактурой даже летом.","«Джинсовые шорты, синие, из мягкого денима — идеальный выбор для любителей джинсовой фактуры летом.»"
96438_1.webp,"Брюки прямого кроя. Брюки и шорты. Бежевый. . Брюки прямого кроя обладают комфортной посадкой ниже линии талии. Они подчеркивают фигуру и создают скульптурный силуэт, при этом обеспечивая свободу движения.",96438,Брюки прямого кроя,12890,Брюки и шорты,Бежевый,,"Брюки прямого кроя обладают комфортной посадкой ниже линии талии. Они подчеркивают фигуру и создают скульптурный силуэт, при этом обеспечивая свободу движения.",https://daisyknit.ru/catalog/bryuki_i_shorty/bryuki_pryamogo_kroya/?sku=96438,"Брюки прямого кроя, Брюки и шорты, Бежевый. Брюки прямого кроя обладают комфортной посадкой ниже линии талии. Они подчеркивают фигуру и создают скульптурный силуэт, при этом обеспечивая свободу движения.","«Прямые брюки бежевого цвета, посадка ниже талии — подчёркивают фигуру и создают скульптурный силуэт.»"
98507_1.webp,"Брюки клёш со стрелками. Брюки и шорты. Бежевый. . Брюки клеш идеально сочетаются с блузами, рубашками и топами, создавая элегантный образ. Стрелки на брюках придают им элегантность и помогают подчеркнуть длину ног.",98507,Брюки клёш со стрелками,13890,Брюки и шорты,Бежевый,,"Брюки клеш идеально сочетаются с блузами, рубашками и топами, создавая элегантный образ. Стрелки на брюках придают им элегантность и помогают подчеркнуть длину ног.",https://daisyknit.ru/catalog/bryuki_i_shorty/bryuki_klyesh_so_strelkami/?sku=98507,"Брюки клёш со стрелками, Брюки и шорты, Бежевый. Брюки клеш идеально сочетаются с блузами, рубашками и топами, создавая элегантный образ. Стрелки на брюках придают им элегантность и помогают подчеркнуть длину ног.","«Брюки клёш со стрелками, бежевые — сочетаются с блузами, рубашками, топами, подчёркивают длину ног.»"
100162_1.webp,"Брюки зауженные О-силуэта. Брюки и шорты. Графитовый. . Зауженные брюки о-образного силуэта с высокой посадкой на талии. Складки и стрелки по передней части корректируют силуэт, создавая идеальную фигуру.",100162,Брюки зауженные О-силуэта,12890,Брюки и шорты,Графитовый,,"Зауженные брюки о-образного силуэта с высокой посадкой на талии. Складки и стрелки по передней части корректируют силуэт, создавая идеальную фигуру.",https://daisyknit.ru/catalog/bryuki_i_shorty/bryuki_zauzhennye_o_silueta/?sku=100162,"Брюки зауженные О-силуэта, Брюки и шорты, Графитовый. Зауженные брюки о-образного силуэта с высокой посадкой на талии. Складки и стрелки по передней части корректируют силуэт, создавая идеальную фигуру.",«Зауженные брюки О-силуэта с высокой посадкой и складками — корректируют силуэт.»
101149_1.webp,"Брюки трикотажные меланж. Брюки и шорты. Серо-зелёный. . Мягкие брюки идеально подходят для повседневных дел или отдыха. Брюки имеют эластичную тесьму по талии, которая создают идеальную посадку и комфорт.",101149,Брюки трикотажные меланж,9890,Брюки и шорты,Серо-зелёный,,"Мягкие брюки идеально подходят для повседневных дел или отдыха. Брюки имеют эластичную тесьму по талии, которая создают идеальную посадку и комфорт.",https://daisyknit.ru/catalog/bryuki_i_shorty/bryuki_trikotazhnye_melanzh/?sku=101149,"Брюки трикотажные меланж, Брюки и шорты, Серо-зелёный. Мягкие брюки идеально подходят для повседневных дел или отдыха. Брюки имеют эластичную тесьму по талии, которая создают идеальную посадку и комфорт.","«Трикотажные брюки меланж серо-зелёного цвета — мягкие и комфортные, с эластичной тесьмой по талии для идеальной посадки.»"
100975_1.webp,"Бермуды со складками из костюмной ткани. Брюки и шорты. Бежевый. . Бермуды из костюмной ткани со складками по передней части. Длина чуть ниже колена гармонично сочетается с сапогами, ботильонами и туфлями. Посадку на талии можно регулировать при помощи ремня.",100975,Бермуды со складками из костюмной ткани,10890,Брюки и шорты,Бежевый,,"Бермуды из костюмной ткани со складками по передней части. Длина чуть ниже колена гармонично сочетается с сапогами, ботильонами и туфлями. Посадку на талии можно регулировать при помощи ремня.",https://daisyknit.ru/catalog/bryuki_i_shorty/bermudy_so_skladkami_iz_kostyumnoy_tkani/?sku=100975,"Бермуды со складками из костюмной ткани, Брюки и шорты, Бежевый. Бермуды из костюмной ткани со складками по передней части. Длина чуть ниже колена гармонично сочетается с сапогами, ботильонами и туфлями. Посадку на талии можно регулировать при помощи ремня.","«Бермуды со складками из костюмной ткани, бежевые. Длина чуть ниже колена, посадка на талии регулируется ремнём.»"
117509_1.webp,"Тренч из хлопкового жаккарда с цветами. Верхняя одежда. Сливочный. . Тренч в ретро стиле А-силуэта. Классическое положение плеча и идеальная посадка по фигуре создают безупречный силуэт. Дизайнеры черпали вдохновение из весеннего показа GUCCI, что придает этому тренчу ",117509,Тренч из хлопкового жаккарда с цветами,11912,Верхняя одежда,Сливочный,,"Тренч в ретро стиле А-силуэта. Классическое положение плеча и идеальная посадка по фигуре создают безупречный силуэт. Дизайнеры черпали вдохновение из весеннего показа GUCCI, что придает этому тренчу особую актуальность.",https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/trench_iz_khlopkovogo_zhakkarda_s_tsvetami/?sku=117509,"Тренч из хлопкового жаккарда с цветами, Верхняя одежда, Сливочный. Тренч в ретро стиле А-силуэта. Классическое положение плеча и идеальная посадка по фигуре создают безупречный силуэт. Дизайнеры черпали вдохновение из весеннего показа GUCCI, что придает этому тренчу особую актуальность.","«Тренч из хлопкового жаккарда с цветами, сливочный, А-силуэт, с классической посадкой по фигуре — создан в ретростиле.»"
93106_1.webp,Пальто укороченное из шерсти с кашемиром. Верхняя одежда. Светло-зелёный. . Модель укороченного пальто из шерсти с кашемиром. Универсальная длина сочетается с брюками и юбками разных длин и силуэтов.Рекомендуем носить при температурахдо 0 градусов.,93106,Пальто укороченное из шерсти с кашемиром,12900,Верхняя одежда,Светло-зелёный,,Модель укороченного пальто из шерсти с кашемиром. Универсальная длина сочетается с брюками и юбками разных длин и силуэтов.Рекомендуем носить при температурахдо 0 градусов.,https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/palto_ukorochennoe_iz_shersti_s_kashemirom/?sku=93106,"Пальто укороченное из шерсти с кашемиром, Верхняя одежда, Светло-зелёный. Модель укороченного пальто из шерсти с кашемиром. Универсальная длина сочетается с брюками и юбками разных длин и силуэтов.Рекомендуем носить при температурахдо 0 градусов.","«Укороченное пальто из шерсти с кашемиром, светло-зелёное. Универсальная длина, подходит к разным брюкам и юбкам. Для температур до 0 °С.»"
112856_1.webp,"Тренч однобортный с подстежкой. Верхняя одежда. Коричневый. . Минималистичный тренч с подстёжкой — практичная модель для переменчивой погоды и многослойных образов. Лаконичный прямой силуэт и чистые линии делают тренч универсальной основой гардероба, а съёмная п",112856,Тренч однобортный с подстежкой,27890,Верхняя одежда,Коричневый,,"Минималистичный тренч с подстёжкой — практичная модель для переменчивой погоды и многослойных образов. Лаконичный прямой силуэт и чистые линии делают тренч универсальной основой гардероба, а съёмная подстёжка позволяет адаптировать изделие под разные сезоны. Модель комфортна в носке и продумана до деталей: аккуратный воротник, скрытая застёжка и удобные карманы создают ощущение сдержанной функциональности. Тренч легко вписывается в повседневные образы и подходит как для города, так и для путешествий.Рекомендуем носить при температурахдо +5 градусов.",https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/trench_odnobortnyy_s_podstezhkoy/?sku=112856,"Тренч однобортный с подстежкой, Верхняя одежда, Коричневый. Минималистичный тренч с подстёжкой — практичная модель для переменчивой погоды и многослойных образов. Лаконичный прямой силуэт и чистые линии делают тренч универсальной основой гардероба, а съёмная подстёжка позволяет адаптировать изделие под разные сезоны. Модель комфортна в носке и продумана до деталей: аккуратный воротник, скрытая застёжка и удобные карманы создают ощущение сдержанной функциональности. Тренч легко вписывается в повседневные образы и подходит как для города, так и для путешествий.Рекомендуем носить при температурахдо +5 градусов.","«Однобортный тренч с подстёжкой, коричневый, прямой силуэт. Универсальная модель для города и путешествий, комфортная в носке.»"
101612_1.webp,"Пальто из шерсти с поясом. Верхняя одежда. Светло-жёлтый. . Изысканный силуэт, построенный на чистой линии и мягкой драпировке, подчеркивает утонченность вкуса и естественную женственность. Пояс формирует безупречный акцент на талии, позволяя менять настроение",101612,Пальто из шерсти с поясом,19445,Верхняя одежда,Светло-жёлтый,,"Изысканный силуэт, построенный на чистой линии и мягкой драпировке, подчеркивает утонченность вкуса и естественную женственность. Пояс формирует безупречный акцент на талии, позволяя менять настроение образа от расслабленного до подчеркнуто элегантного. Высококачественная шерсть дарит мягкое тепло и лёгкость, сохраняя изящность формы. Это пальто создано для тех, кто выбирает сдержанную роскошь и уверенность, выраженную в лаконичности.Рекомендуем носить при температурахдо +5 градусов.",https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/palto_iz_shersti_s_poyasom/?sku=101612,"Пальто из шерсти с поясом, Верхняя одежда, Светло-жёлтый. Изысканный силуэт, построенный на чистой линии и мягкой драпировке, подчеркивает утонченность вкуса и естественную женственность. Пояс формирует безупречный акцент на талии, позволяя менять настроение образа от расслабленного до подчеркнуто элегантного. Высококачественная шерсть дарит мягкое тепло и лёгкость, сохраняя изящность формы. Это пальто создано для тех, кто выбирает сдержанную роскошь и уверенность, выраженную в лаконичности.Рекомендуем носить при температурахдо +5 градусов.",«Пальто из шерсти светло-жёлтого цвета с поясом. Изысканный силуэт с мягкой драпировкой и акцентом на талии. Создаёт расслабленно-элегантный образ. Носите при температуре до +5 градусов.»
108735_1.webp,Пальто укороченное из шерсти с кашемиром. Верхняя одежда. Светло-зелёный. . Модель укороченного пальто из шерсти с кашемиром. Универсальная длина сочетается с брюками и юбками разных длин и силуэтов.Рекомендуем носить при температурахдо 0 градусов.,108735,Пальто укороченное из шерсти с кашемиром,12945,Верхняя одежда,Светло-зелёный,,Модель укороченного пальто из шерсти с кашемиром. Универсальная длина сочетается с брюками и юбками разных длин и силуэтов.Рекомендуем носить при температурахдо 0 градусов.,https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/palto_ukorochennoe_iz_shersti_s_kashemirom/?sku=108735,"Пальто укороченное из шерсти с кашемиром, Верхняя одежда, Светло-зелёный. Модель укороченного пальто из шерсти с кашемиром. Универсальная длина сочетается с брюками и юбками разных длин и силуэтов.Рекомендуем носить при температурахдо 0 градусов.","«Укороченное пальто из шерсти с кашемиром, светло-зелёное. Универсальная длина, подходит к разным брюкам и юбкам. Для температур до 0 °С.»"
88585_1.webp,Куртка стеганая колорблок. Верхняя одежда. Молочный. . Куртка стеганая оверсайз на подкладе. Эта модель получилась акцентной благодаря комбинированным по цвету материалам.Рекомендуем носить при температурахдо +5 градусов.,88585,Куртка стеганая колорблок,19890,Верхняя одежда,Молочный,,Куртка стеганая оверсайз на подкладе. Эта модель получилась акцентной благодаря комбинированным по цвету материалам.Рекомендуем носить при температурахдо +5 градусов.,https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/kurtka_steganaya_kolorblok/?sku=88585,"Куртка стеганая колорблок, Верхняя одежда, Молочный. Куртка стеганая оверсайз на подкладе. Эта модель получилась акцентной благодаря комбинированным по цвету материалам.Рекомендуем носить при температурахдо +5 градусов.","«Стеганая куртка колорблок, оверсайз, на подкладе, молочная — для температур до +5 °С.»"
101611_1.webp,"Пальто из шерсти с поясом. Верхняя одежда. Светло-жёлтый. . Изысканный силуэт, построенный на чистой линии и мягкой драпировке, подчеркивает утонченность вкуса и естественную женственность. Пояс формирует безупречный акцент на талии, позволяя менять настроение",101611,Пальто из шерсти с поясом,38890,Верхняя одежда,Светло-жёлтый,,"Изысканный силуэт, построенный на чистой линии и мягкой драпировке, подчеркивает утонченность вкуса и естественную женственность. Пояс формирует безупречный акцент на талии, позволяя менять настроение образа от расслабленного до подчеркнуто элегантного. Высококачественная шерсть дарит мягкое тепло и лёгкость, сохраняя изящность формы. Это пальто создано для тех, кто выбирает сдержанную роскошь и уверенность, выраженную в лаконичности.Рекомендуем носить при температурахдо +5 градусов.",https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/palto_iz_shersti_s_poyasom/?sku=101611,"Пальто из шерсти с поясом, Верхняя одежда, Светло-жёлтый. Изысканный силуэт, построенный на чистой линии и мягкой драпировке, подчеркивает утонченность вкуса и естественную женственность. Пояс формирует безупречный акцент на талии, позволяя менять настроение образа от расслабленного до подчеркнуто элегантного. Высококачественная шерсть дарит мягкое тепло и лёгкость, сохраняя изящность формы. Это пальто создано для тех, кто выбирает сдержанную роскошь и уверенность, выраженную в лаконичности.Рекомендуем носить при температурахдо +5 градусов.",«Пальто из шерсти светло-жёлтого цвета с поясом. Изысканный силуэт с мягкой драпировкой и акцентом на талии. Создаёт расслабленно-элегантный образ. Носите при температуре до +5 градусов.»
101609_1.webp,"Пальто-жакет из шерсти. Верхняя одежда. Оливковый. . Однобортное пальто из шерсти прямого силуэта, длиной чуть выше линии бедер. Классическая форма будет идеальной для тех, кто не готов расставаться с жакетом даже в прохладный сезон.Рекомендуем носить п",101609,Пальто-жакет из шерсти,20923,Верхняя одежда,Оливковый,,"Однобортное пальто из шерсти прямого силуэта, длиной чуть выше линии бедер. Классическая форма будет идеальной для тех, кто не готов расставаться с жакетом даже в прохладный сезон.Рекомендуем носить при температурахдо +5 градусов.",https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/palto_zhaket_iz_shersti_1/?sku=101609,"Пальто-жакет из шерсти, Верхняя одежда, Оливковый. Однобортное пальто из шерсти прямого силуэта, длиной чуть выше линии бедер. Классическая форма будет идеальной для тех, кто не готов расставаться с жакетом даже в прохладный сезон.Рекомендуем носить при температурахдо +5 градусов.","«Пальто-жакет из шерсти, оливкового цвета, прямого силуэта. Классическая форма.»"
93098_1.webp,Пальто укороченное из шерсти с кашемиром. Верхняя одежда. Светло-зелёный. . Модель укороченного пальто из шерсти с кашемиром. Универсальная длина сочетается с брюками и юбками разных длин и силуэтов.Рекомендуем носить при температурахдо 0 градусов.,93098,Пальто укороченное из шерсти с кашемиром,12900,Верхняя одежда,Светло-зелёный,,Модель укороченного пальто из шерсти с кашемиром. Универсальная длина сочетается с брюками и юбками разных длин и силуэтов.Рекомендуем носить при температурахдо 0 градусов.,https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/palto_ukorochennoe_iz_shersti_s_kashemirom/?sku=93098,"Пальто укороченное из шерсти с кашемиром, Верхняя одежда, Светло-зелёный. Модель укороченного пальто из шерсти с кашемиром. Универсальная длина сочетается с брюками и юбками разных длин и силуэтов.Рекомендуем носить при температурахдо 0 градусов.","«Укороченное пальто из шерсти с кашемиром, светло-зелёное. Универсальная длина, подходит к разным брюкам и юбкам. Для температур до 0 °С.»"
101615_1.webp,"Пальто средней длины  из шерсти. Верхняя одежда. Графитовый. . Пальто, которое становится основой гардероба.Средняя длина и безупречный силуэт подчеркивают фигуру, а натуральная шерсть обеспечивает комфорт и защиту в прохладную погоду. Минималистичный дизайн дела",101615,Пальто средней длины  из шерсти,27230,Верхняя одежда,Графитовый,,"Пальто, которое становится основой гардероба.Средняя длина и безупречный силуэт подчеркивают фигуру, а натуральная шерсть обеспечивает комфорт и защиту в прохладную погоду. Минималистичный дизайн делает модель актуальной на годы вперёд — она одинаково уместна и на деловой встрече, и в расслабленном городском образе. А спущенное плечо позволяет легко интегрировать в образ актуальную многослойность. Это не просто верхняя одежда, а инвестиция в стиль, который всегда выглядит дорого.Рекомендуем носить при температурахдо 0 градусов.",https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/palto_sredney_dliny_iz_shersti/?sku=101615,"Пальто средней длины  из шерсти, Верхняя одежда, Графитовый. Пальто, которое становится основой гардероба.Средняя длина и безупречный силуэт подчеркивают фигуру, а натуральная шерсть обеспечивает комфорт и защиту в прохладную погоду. Минималистичный дизайн делает модель актуальной на годы вперёд — она одинаково уместна и на деловой встрече, и в расслабленном городском образе. А спущенное плечо позволяет легко интегрировать в образ актуальную многослойность. Это не просто верхняя одежда, а инвестиция в стиль, который всегда выглядит дорого.Рекомендуем носить при температурахдо 0 градусов.","«Пальто средней длины из шерсти, графитового цвета. Силуэт подчёркивает фигуру. Спущенное плечо позволяет создавать многослойные образы. Подходит для деловых встреч и расслабленных городских образов.»"
109599_1.webp,"Пуховик укороченный из жатой ткани. Верхняя одежда. Шоколадный. . Пуховик, который сразу выделяет вас из толпы.Лёгкий и тёплый благодаря натуральному пуху, он выглядит эффектно за счёт фактурной жатой ткани, а спущенное плечо позволяет легко сочетать его с любым объ",109599,Пуховик укороченный из жатой ткани,24423,Верхняя одежда,Шоколадный,,"Пуховик, который сразу выделяет вас из толпы.Лёгкий и тёплый благодаря натуральному пуху, он выглядит эффектно за счёт фактурной жатой ткани, а спущенное плечо позволяет легко сочетать его с любым объемным вторым слоем. Укороченный крой подчёркивает динамику города и легко вписывается в любой образ — от спортивного до элегантного, а утяжка по низу пуховика позволяет регулировать объем. Это акцентная модель, которая показывает ваш вкус и умение выбирать особенные вещи.Рекомендуем носить при температурахдо -5 градусов.",https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/pukhovik_ukorochennyy_iz_zhatoy_tkani/?sku=109599,"Пуховик укороченный из жатой ткани, Верхняя одежда, Шоколадный. Пуховик, который сразу выделяет вас из толпы.Лёгкий и тёплый благодаря натуральному пуху, он выглядит эффектно за счёт фактурной жатой ткани, а спущенное плечо позволяет легко сочетать его с любым объемным вторым слоем. Укороченный крой подчёркивает динамику города и легко вписывается в любой образ — от спортивного до элегантного, а утяжка по низу пуховика позволяет регулировать объем. Это акцентная модель, которая показывает ваш вкус и умение выбирать особенные вещи.Рекомендуем носить при температурахдо -5 градусов.","«Укороченный пуховик из жатой ткани, шоколадный. Лёгкий и тёплый, спущенное плечо. Укороченный крой, утяжка по низу — для любого образа. Подходит до -5 °С.»"
111270_1.webp,"Пуховик укороченный с воротником-стойкой. Верхняя одежда. Коричневый. . Современная классика в лучшем исполнении.Укороченный пуховик с воротником-стойкой наполнен натуральным пухом, благодаря чему он остаётся лёгким, но надёжно защищает от холода. На ткань пуховика нанесл",111270,Пуховик укороченный с воротником-стойкой,29890,Верхняя одежда,Коричневый,,"Современная классика в лучшем исполнении.Укороченный пуховик с воротником-стойкой наполнен натуральным пухом, благодаря чему он остаётся лёгким, но надёжно защищает от холода. На ткань пуховика нанесли водоотталкивающую пропитку, изделие не промокнет, а капли от влаги не будут оставлять на нем пятен. Минималистичный крой подчёркивает фигуру и органично сочетается с любым стилем — от расслабленного повседневного до более утончённого. Эта модель — про комфорт, элегантность и уверенность в том, что вы сделали правильный выбор. Данная модель отлично подходит для поездок в машине.Рекомендуем носить при температурахдо -10 градусов.",https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/pukhovik_ukorochennyy_s_vorotnikom_stoykoy_2/?sku=111270,"Пуховик укороченный с воротником-стойкой, Верхняя одежда, Коричневый. Современная классика в лучшем исполнении.Укороченный пуховик с воротником-стойкой наполнен натуральным пухом, благодаря чему он остаётся лёгким, но надёжно защищает от холода. На ткань пуховика нанесли водоотталкивающую пропитку, изделие не промокнет, а капли от влаги не будут оставлять на нем пятен. Минималистичный крой подчёркивает фигуру и органично сочетается с любым стилем — от расслабленного повседневного до более утончённого. Эта модель — про комфорт, элегантность и уверенность в том, что вы сделали правильный выбор. Данная модель отлично подходит для поездок в машине.Рекомендуем носить при температурахдо -10 градусов.","Укороченный пуховик с воротником-стойкой, коричневый, натуральный пух. Водоотталкивающая пропитка. Минималистичный крой, подходит для любого стиля. Комфортная и элегантная модель для поездок в машине, до -10 градусов."
111273_1.webp,"Пуховик укороченный с воротником-стойкой. Верхняя одежда. Коричневый. . Современная классика в лучшем исполнении.Укороченный пуховик с воротником-стойкой наполнен натуральным пухом, благодаря чему он остаётся лёгким, но надёжно защищает от холода. На ткань пуховика нанесл",111273,Пуховик укороченный с воротником-стойкой,36890,Верхняя одежда,Коричневый,,"Современная классика в лучшем исполнении.Укороченный пуховик с воротником-стойкой наполнен натуральным пухом, благодаря чему он остаётся лёгким, но надёжно защищает от холода. На ткань пуховика нанесли водоотталкивающую пропитку, изделие не промокнет, а капли от влаги не будут оставлять на нем пятен. Минималистичный крой подчёркивает фигуру и органично сочетается с любым стилем — от расслабленного повседневного до более утончённого. Эта модель — про комфорт, элегантность и уверенность в том, что вы сделали правильный выбор. Данная модель отлично подходит для поездок в машине.Рекомендуем носить при температурахдо -10 градусов.",https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/pukhovik_ukorochennyy_s_vorotnikom_stoykoy_2/?sku=111273,"Пуховик укороченный с воротником-стойкой, Верхняя одежда, Коричневый. Современная классика в лучшем исполнении.Укороченный пуховик с воротником-стойкой наполнен натуральным пухом, благодаря чему он остаётся лёгким, но надёжно защищает от холода. На ткань пуховика нанесли водоотталкивающую пропитку, изделие не промокнет, а капли от влаги не будут оставлять на нем пятен. Минималистичный крой подчёркивает фигуру и органично сочетается с любым стилем — от расслабленного повседневного до более утончённого. Эта модель — про комфорт, элегантность и уверенность в том, что вы сделали правильный выбор. Данная модель отлично подходит для поездок в машине.Рекомендуем носить при температурахдо -10 градусов.","Укороченный пуховик с воротником-стойкой, коричневый, натуральный пух. Водоотталкивающая пропитка. Минималистичный крой, подходит для любого стиля. Комфортная и элегантная модель для поездок в машине, до -10 градусов."
103969_1.webp,"Куртка оверсайз из итальянского трикотажа. Верхняя одежда. Коричневый. . Куртка свободного кроя со спущенным рукавом. Рубашечный воротник и супатная застежка создают строгое настроение. Плотный трикотаж держит форму, позволяя комбинировать куртку с более мягкими тканями.Ре",103969,Куртка оверсайз из итальянского трикотажа,8945,Верхняя одежда,Коричневый,,"Куртка свободного кроя со спущенным рукавом. Рубашечный воротник и супатная застежка создают строгое настроение. Плотный трикотаж держит форму, позволяя комбинировать куртку с более мягкими тканями.Рекомендуем носить при температурахдо +10 градусов.",https://daisyknit.ru/catalog/verkhnyaya_odezhda_1/kurtka_oversayz_iz_italyanskogo_trikotazha/?sku=103969,"Куртка оверсайз из итальянского трикотажа, Верхняя одежда, Коричневый. Куртка свободного кроя со спущенным рукавом. Рубашечный воротник и супатная застежка создают строгое настроение. Плотный трикотаж держит форму, позволяя комбинировать куртку с более мягкими тканями.Рекомендуем носить при температурахдо +10 градусов.","«Куртка оверсайз из итальянского трикотажа, коричневого цвета, свободный крой, спущенный рукав. Рубашечный воротник, супатная застёжка. Плотный трикотаж держит форму.»"
